Name,sl3
10_87,q**12 - q**10 + q**8 + q**6 - 3*q**4 + 2*q**2 - 2 + q**(-2) + 2/q**4 + 4/q**8 - 2/q**10 - 2/q**16 + q**(-18)
10_88,-q**16 + q**14 + 2*q**12 - 3*q**10 + 3*q**8 - 2*q**4 + 3*q**2 - 3 + 3/q**2 - 2/q**4 + 3/q**8 - 3/q**10 + 2/q**12 + q**(-14) - 1/q**16
10_89,-q**26 - q**24 + 2*q**22 - q**20 - q**18 + 4*q**16 - 2*q**14 + 2*q**12 - 2*q**8 + 2*q**6 - 4*q**4 + 4*q**2 - 1/q**2 + 3/q**4 - 1/q**6
10_90,q**12 - q**10 + 2*q**8 + 2*q**6 - 2*q**4 + 2*q**2 - 3 - 1/q**6 + 3/q**8 - 2/q**10 + q**(-12) + q**(-14) - 1/q**16 + q**(-18)
10_91,-q**14 + q**12 - 2*q**10 + q**8 - q**4 + 4*q**2 - 1 + 4/q**2 - 1/q**4 + q**(-8) - 2/q**10 + q**(-12) - 1/q**14
10_92,1 - 1/q**2 + q**(-4) + 2/q**6 - 2/q**8 + 4/q**10 - 1/q**12 + q**(-14) + q**(-16) - 3/q**18 + 2/q**20 - 3/q**22 + q**(-24) + q**(-26) - 2/q**28 + q**(-30)
10_93,-q**18 + q**16 - q**14 - q**12 + 2*q**10 - q**8 + 3*q**6 + 1 - 2/q**2 + 2/q**4 + q**(-10) - 1/q**12
10_94,q**8 - q**6 + 2*q**4 + 1 + 2/q**2 - 3/q**4 + 2/q**6 - 3/q**8 + q**(-10) - 1/q**14 + 2/q**16 - 1/q**18 + q**(-20)
10_95,-q**24 + q**22 - 2*q**20 - 2*q**18 + 3*q**16 - 2*q**14 + 3*q**12 + q**10 + 3*q**6 - 3*q**4 + 3*q**2 - 1 - 1/q**2 + 2/q**4 - 1/q**6
10_96,q**20 + q**18 - 2*q**16 + q**14 + q**12 - 3*q**10 + 3*q**8 - q**6 + q**2 - 3 + 3/q**2 - 3/q**4 + 2/q**6 + 3/q**8 - 2/q**10 + q**(-12)
10_97,q**4 - q**2 - 1 + 4/q**2 - 2/q**4 + q**(-6) + 2/q**8 - 2/q**10 + 2/q**12 - 2/q**14 + 2/q**16 + q**(-18) - 2/q**20 + 3/q**22 - 2/q**24 - 2/q**26 + q**(-28)
10_98,1 - 1/q**2 + q**(-4) + 2/q**6 - 1/q**8 + 5/q**10 + q**(-14) - 1/q**16 - 5/q**18 - 3/q**22 + 2/q**24 + 2/q**26 - 1/q**28 + q**(-30)
10_99,-q**14 + q**12 - 3*q**10 - q**6 - q**4 + 6*q**2 + 1 + 6/q**2 - 1/q**4 - 1/q**6 - 3/q**10 + q**(-12) - 1/q**14
10_100,-q**26 + q**24 - 2*q**22 - q**18 - q**16 + 3*q**14 - q**12 + 4*q**10 + q**6 + q**4 - q**2 + 1 - 1/q**2
10_101,q**(-6) - 2/q**8 + 2/q**10 + q**(-12) - 2/q**14 + 4/q**16 + 2/q**20 + 2/q**22 - 1/q**24 + 2/q**26 - 4/q**28 - 1/q**30 - 3/q**34 + q**(-36) + q**(-38)
10_102,q**12 - q**10 + q**8 + q**6 - 2*q**4 + 3*q**2 - 1 + q**(-2) - 2/q**6 + 2/q**8 - 2/q**10 + q**(-12) + q**(-14) - 1/q**16 + q**(-18)
10_103,-q**24 + q**22 - q**20 - q**18 + 2*q**16 - 3*q**14 + q**12 + q**8 + 4*q**6 - q**4 + 3*q**2 - 1 - 1/q**2 + q**(-4) - 1/q**6
10_104,-q**14 + q**12 - 2*q**10 + 2*q**8 + q**6 - q**4 + 3*q**2 - 3 + 3/q**2 - 1/q**4 + q**(-6) + 2/q**8 - 2/q**10 + q**(-12) - 1/q**14
10_105,q**10 - q**6 + 3*q**4 - 2*q**2 + 2/q**2 - 3/q**4 + 3/q**6 - 2/q**8 + 2/q**10 + q**(-12) - 2/q**14 + 3/q**16 - 2/q**18 - 1/q**20 + q**(-22)
10_106,q**8 - q**6 + 2*q**4 - q**2 + 2/q**2 - 2/q**4 + 4/q**6 - 2/q**8 + q**(-10) - 1/q**12 - 2/q**14 + 2/q**16 - 1/q**18 + q**(-20)
10_107,-q**16 + q**12 - 3*q**10 + 3*q**8 + q**6 - q**4 + 4*q**2 - 2 + 3/q**2 - 2/q**4 - 1/q**6 + 2/q**8 - 3/q**10 + 2/q**12 + q**(-14) - 1/q**16
10_108,-q**12 + q**10 + 2*q**4 - q**2 + 2 - 1/q**4 + q**(-6) - 2/q**8 + 2/q**10 + q**(-16) - 1/q**18
10_109,-q**14 + q**12 - 3*q**10 + q**8 - q**4 + 5*q**2 - 1 + 5/q**2 - 1/q**4 + q**(-8) - 3/q**10 + q**(-12) - 1/q**14
10_110,q**10 - q**6 + 3*q**4 - q**2 + 1 + 2/q**2 - 3/q**4 + 2/q**6 - 3/q**8 + q**(-10) - 2/q**14 + 3/q**16 - 1/q**18 + q**(-22)
10_111,1 - 1/q**2 + q**(-4) + 2/q**6 - 1/q**8 + 4/q**10 - 1/q**12 + q**(-14) - 3/q**18 + q**(-20) - 3/q**22 + q**(-24) + q**(-26) - 1/q**28 + q**(-30)
10_112,q**20 - 2*q**18 + q**16 - 3*q**14 - q**12 + 2*q**10 - q**8 + 6*q**6 - q**4 + 3*q**2 - 2/q**2 + q**(-4) - 2/q**6 + q**(-8)
10_113,-q**6 + 2*q**4 - q**2 - 1 + 5/q**2 - 2/q**4 + 4/q**6 - 2/q**10 + q**(-12) - 5/q**14 + 3/q**16 - 1/q**18 - 1/q**20 + 3/q**22 - 1/q**24
10_114,q**18 - 2*q**16 - 3*q**10 + 4*q**8 + 2*q**4 + 2*q**2 - 2 + 3/q**2 - 3/q**4 + q**(-6) + q**(-8) - 2/q**10 + q**(-12)
10_115,-q**16 + q**14 + 2*q**12 - 4*q**10 + 2*q**8 - q**6 - 2*q**4 + 5*q**2 - 1 + 5/q**2 - 2/q**4 - 1/q**6 + 2/q**8 - 4/q**10 + 2/q**12 + q**(-14) - 1/q**16
10_116,q**20 - 2*q**18 + 2*q**16 - 2*q**14 + 2*q**10 - 3*q**8 + 4*q**6 - 3*q**4 + 3*q**2 + 1 - 1/q**2 + 2/q**4 - 2/q**6 + q**(-8)
10_117,-q**24 + 2*q**22 - 2*q**20 - 2*q**18 + 3*q**16 - 3*q**14 + 3*q**12 + 3*q**6 - 3*q**4 + 4*q**2 - 1 - 1/q**2 + 2/q**4 - 1/q**6
10_118,-q**14 + 2*q**12 - 2*q**10 + 2*q**8 - 2*q**4 + 4*q**2 - 3 + 4/q**2 - 2/q**4 + 2/q**8 - 2/q**10 + 2/q**12 - 1/q**14
10_119,q**18 - 2*q**16 + q**14 + q**12 - 3*q**10 + 4*q**8 - q**6 + q**4 + q**2 - 3 + 3/q**2 - 3/q**4 + 2/q**6 + 2/q**8 - 2/q**10 + q**(-12)
10_120,q**(-6) - 3/q**8 + 3/q**10 + 2/q**12 - 2/q**14 + 5/q**16 - 1/q**18 + 2/q**20 + q**(-22) - 2/q**24 + 2/q**26 - 5/q**28 + q**(-32) - 3/q**34 + q**(-36) + q**(-38)
10_121,-q**6 + 3*q**4 - q**2 - 1 + 4/q**2 - 4/q**4 + 3/q**6 - 1/q**8 + 3/q**12 - 3/q**14 + 4/q**16 - 2/q**18 - 2/q**20 + 2/q**22 - 1/q**24
10_122,q**18 - 3*q**16 - 3*q**10 + 5*q**8 + 3*q**4 + 2*q**2 - 2 + 3/q**2 - 4/q**4 + q**(-6) + q**(-8) - 2/q**10 + q**(-12)
10_123,-q**14 + 3*q**12 - 2*q**10 + 3*q**8 - 3*q**4 + 4*q**2 - 5 + 4/q**2 - 3/q**4 + 3/q**8 - 2/q**10 + 3/q**12 - 1/q**14
10_124,q**(-14) + q**(-16) + 2/q**18 + 2/q**20 + 2/q**22 + q**(-24) - 2/q**28 - 2/q**30 - 2/q**32 - 1/q**34 + q**(-40)
10_125,-q**12 - q**10 - q**8 + q**4 + 2*q**2 + 3 + 2/q**2 + q**(-4) - 1/q**8 - 1/q**10 - 1/q**12
10_126,-q**24 - q**22 - 2*q**20 - q**18 + q**16 + q**14 + 3*q**12 + 2*q**10 + 2*q**8 + q**6 - q**4 - 1
10_127,2/q**6 + q**(-8) + 3/q**10 + q**(-12) - 3/q**18 - 1/q**20 - 2/q**22 + q**(-26) + q**(-30)
10_128,q**(-10) + q**(-14) + q**(-16) + 2/q**18 + q**(-20) + q**(-22) + q**(-24) - 1/q**26 - 1/q**28 - 2/q**30 - 1/q**32 - 1/q**34 + q**(-38)
10_129,-q**10 - q**4 + 2*q**2 + 1 + 2/q**2 + q**(-4) + q**(-8) - 1/q**10 - 1/q**16
10_130,-q**22 - q**20 - q**18 - q**16 + q**14 + q**12 + 2*q**10 + 2*q**8 + q**6 + q**4 - 1/q**4
10_131,2/q**2 + q**(-6) + 2/q**8 + q**(-12) - 1/q**14 - 1/q**16 - 1/q**18 - 2/q**20 + q**(-22) + q**(-28)
10_132,-q**22 - q**20 - q**18 + q**14 + q**12 + 2*q**10 + q**8 + q**6
10_133,q**(-2) + q**(-6) + 2/q**8 + q**(-10) + q**(-12) - 1/q**16 - 1/q**18 - 2/q**20 + q**(-28)
10_134,q**(-10) + 2/q**14 + q**(-16) + 2/q**18 + q**(-20) + q**(-24) - 2/q**26 - 1/q**28 - 2/q**30 - 1/q**32 + q**(-38)
10_135,-2*q**10 - q**4 + 3*q**2 + 1 + 3/q**2 + q**(-4) + q**(-8) - 2/q**10 - 1/q**16
10_136,-q**14 - q**12 + q**10 + q**8 + 2*q**6 + q**4 - 1/q**2 + q**(-10)
10_137,q**8 + q**6 - q**4 + q**2 + q**(-4) + q**(-8) - 1/q**10 - 1/q**12 - 1/q**16 + q**(-18) + q**(-20)
10_138,q**10 + q**8 + q**4 - q**2 - 1/q**4 + 2/q**6 - 1/q**8 + q**(-10) - 1/q**12 - 1/q**14 + q**(-16) + q**(-20)
10_139,q**(-14) + q**(-16) + 2/q**18 + 2/q**20 + q**(-22) - 1/q**28 - 1/q**32 - 1/q**34 - 1/q**36 - 1/q**38 + q**(-40)
10_140,q**2 + 1 - 1/q**4 - 1/q**6 + 2/q**10 + 2/q**12 + 2/q**14 - 1/q**18 - 1/q**20 - 1/q**22
10_141,q**6 + q**2 + q**(-4) + q**(-8) - 1/q**10 - 1/q**12 + q**(-18)
10_142,q**(-10) + q**(-14) + q**(-18) + q**(-20) + 2/q**22 + 3/q**24 - 1/q**28 - 3/q**30 - 2/q**32 - 1/q**34 + q**(-38)
10_143,-q**24 - q**20 + q**16 - q**14 + q**12 + 2*q**8 + 2*q**6 + q**2 - 1
10_144,2*q**4 + q**2 + 1 + 2/q**2 - 3/q**4 - 1/q**6 - 2/q**8 + 2/q**12 + 2/q**16 - 1/q**18 - 1/q**20 + q**(-22)
10_145,-q**32 - q**30 + q**24 + q**14 + q**10 + q**8 + q**6
10_146,-q**16 + q**14 + q**12 - q**10 + q**8 - q**6 + q**2 + 2/q**2 - 1/q**4 + q**(-6) + q**(-8) - 1/q**10
10_147,q**10 + q**4 - q**2 + 2/q**6 + q**(-10) - 1/q**12 - 1/q**14 + q**(-16)
10_148,-q**24 - 2*q**20 - q**18 + q**16 + 3*q**12 + q**10 + 2*q**8 + q**6 - q**4 + q**2 - 1
10_149,2/q**6 + 3/q**10 + q**(-12) + q**(-16) - 3/q**18 - 2/q**22 + q**(-26) - 1/q**28 + q**(-30)
10_150,1 + q**(-4) + q**(-6) + 2/q**10 - 1/q**12 + q**(-14) - 1/q**16 - 1/q**18 - 1/q**22 + q**(-24)
10_151,-q**20 - 2*q**18 + q**16 - q**14 + q**12 + 2*q**10 + 3*q**6 - q**4 + 2*q**2 - 1/q**2 + q**(-4) - 1/q**6
10_152,q**(-14) + q**(-16) + 2/q**18 + 3/q**20 + 2/q**22 + q**(-24) - 3/q**28 - 2/q**30 - 3/q**32 - 1/q**34 + 2/q**40
10_153,-q**16 - q**12 - q**10 + 2*q**4 + 2*q**2 + 3 + 2/q**2 - 1/q**8 - 1/q**10 - 1/q**12
10_154,q**(-10) + q**(-12) + q**(-14) + 2/q**16 + 2/q**18 + q**(-22) - 1/q**24 - 1/q**26 - 2/q**28 - 2/q**30 - 1/q**34 + q**(-36) + q**(-38)
10_155,q**18 + q**14 - q**10 - 2*q**6 + 1 + 2/q**2 + q**(-6)
10_156,-q**18 + q**16 - q**14 + q**10 - q**8 + 2*q**6 - q**4 + 2*q**2 + 1 + q**(-4) - 1/q**6
10_157,q**30 - 2*q**28 - q**24 - 2*q**22 + 2*q**20 - q**18 + 3*q**16 + 2*q**10 - q**8 + 2*q**6
10_158,q**12 - q**10 + 2*q**8 + q**6 - q**4 + 2*q**2 - 2 + q**(-2) - 2/q**4 - 1/q**6 + q**(-8) - 1/q**10 + 2/q**12 + q**(-14)
10_159,-1 + 2/q**2 + 2/q**6 + 2/q**8 - 1/q**10 + q**(-12) - 2/q**14 + q**(-16) - 1/q**20 + q**(-22) - 1/q**24
10_160,1 + 2/q**10 + 2/q**14 - 1/q**22 - 1/q**26
10_161,q**(-10) + q**(-12) + q**(-14) + q**(-16) + q**(-18) + q**(-22) - 1/q**28 - 1/q**30 - 1/q**34
10_162,q**22 + 2*q**16 - q**14 - q**10 - 2*q**8 - 2*q**4 + 2*q**2 + 1 + q**(-2) + 2/q**4
10_163,-q**6 + 2*q**4 + 1 + 2/q**2 - 3/q**4 + q**(-6) - 2/q**8 + 2/q**10 + 2/q**12 + 2/q**16 - 2/q**18 - 1/q**20
10_164,-q**16 + q**14 + q**12 - 2*q**10 + q**8 - q**6 + 2*q**2 + 3/q**2 - 1/q**4 + q**(-6) + q**(-8) - 2/q**10
10_165,q**28 - q**26 - q**24 + q**22 - 2*q**20 + 2*q**12 + 2*q**8 - q**4 + 2*q**2
11a_1,q**10 - q**6 + 3*q**4 - 2*q**2 - 1 + 3/q**2 - 4/q**4 + 3/q**6 - 1/q**8 + q**(-10) + 3/q**12 - 3/q**14 + 4/q**16 - 2/q**18 - 2/q**20 + 2/q**22 - 1/q**24
11a_2,1 - 1/q**2 + q**(-4) + 3/q**6 - 3/q**8 + 5/q**10 - 1/q**12 - 1/q**14 + 2/q**16 - 5/q**18 + 3/q**20 - 3/q**22 + q**(-24) + 3/q**26 - 3/q**28 + 2/q**30 - 1/q**34
11a_3,-q**24 - q**20 - 2*q**18 + 4*q**16 - q**14 + 3*q**12 + 2*q**10 - 2*q**8 + 3*q**6 - 5*q**4 + 2*q**2 - 1 - 1/q**2 + 3/q**4 - 1/q**6 + q**(-8)
11a_4,-q**22 + q**18 - 2*q**16 + 2*q**14 + q**12 - q**10 + 3*q**8 - 2*q**6 + q**4 - 1 + 3/q**2 - 3/q**4 + q**(-6) + q**(-8) - 1/q**10 + q**(-12)
11a_5,q**20 + q**18 - 2*q**16 + q**14 + q**12 - 4*q**10 + 4*q**8 - q**4 + 2*q**2 - 4 + 3/q**2 - 3/q**4 + q**(-6) + 4/q**8 - 3/q**10 + 2/q**12 + q**(-14) - 1/q**16
11a_6,q**10 - q**6 + 3*q**4 - 2*q**2 - 1 + 4/q**2 - 3/q**4 + 4/q**6 - 1/q**8 - 1/q**10 + q**(-12) - 5/q**14 + 4/q**16 - 1/q**18 - 1/q**20 + 3/q**22 - 1/q**24
11a_7,-q**24 - q**18 + 3*q**16 - q**14 + 2*q**12 + q**10 - 2*q**8 + 2*q**6 - 4*q**4 + 2*q**2 + 2/q**4 - 1/q**6 + q**(-8)
11a_8,-q**22 + q**18 - 2*q**16 + 3*q**14 + 2*q**12 - 2*q**10 + 3*q**8 - 3*q**6 - 2 + 4/q**2 - 3/q**4 + 2/q**6 + 2/q**8 - 2/q**10 + q**(-12)
11a_9,q**6 + q**4 + 1 - 1/q**2 - 1/q**6 - 1/q**8 + 2/q**10 - 1/q**12 + 3/q**14 - 1/q**22 + q**(-24) - 1/q**26
11a_10,q**10 - q**6 + 3*q**4 - q**2 + 2/q**2 - 4/q**4 + 2/q**6 - 2/q**8 + q**(-10) + 2/q**12 - 2/q**14 + 4/q**16 - 1/q**18 - 1/q**20 + q**(-22) - 1/q**24
11a_11,-q**16 + q**12 - 2*q**10 + 3*q**8 + 2*q**6 - 2*q**4 + 3*q**2 - 3 + q**(-2) - 1/q**6 + 4/q**8 - 3/q**10 + q**(-12) + q**(-14) - 2/q**16 + q**(-18)
11a_12,q**10 + q**8 + 2*q**4 - 2*q**2 - 2 + 2/q**2 - 3/q**4 + 3/q**6 + 2/q**12 - 3/q**14 + 3/q**16 - 1/q**18 - 1/q**20 + 2/q**22 - 1/q**24
11a_13,q**14 + q**12 - q**10 + q**8 - 2*q**4 + 2*q**2 - 1/q**6 + q**(-8) - 1/q**10 + 2/q**14 - 1/q**16 + q**(-18) + q**(-20) - 1/q**22
11a_14,-q**14 + q**12 - 4*q**10 + q**8 + q**6 - 2*q**4 + 7*q**2 - 1 + 5/q**2 - 2/q**6 + 2/q**8 - 5/q**10 + q**(-12) - 1/q**16 + q**(-18)
11a_15,q**20 - q**18 + 3*q**16 - q**14 - q**12 + q**10 - 5*q**8 + 2*q**6 - 3*q**4 + 2*q**2 + 3 + 4/q**4 - 1/q**6 - 1/q**12
11a_16,q**18 - q**16 + 2*q**14 + 2*q**12 - 3*q**10 + 2*q**8 - 3*q**6 - 2*q**4 + q**2 - 2 + 4/q**2 - 1/q**4 + 2/q**6 + 3/q**8 - 2/q**10 + q**(-12) - 1/q**16
11a_17,q**10 - q**6 + 4*q**4 - 2*q**2 + 3/q**2 - 5/q**4 + 2/q**6 - 3/q**8 + q**(-10) + 2/q**12 - 2/q**14 + 5/q**16 - 1/q**18 - 1/q**20 + 2/q**22 - 1/q**24 - 1/q**26
11a_18,-q**6 + q**4 - q**2 - 2 + 4/q**2 - 3/q**4 + 3/q**6 + 3/q**8 + 5/q**12 - 3/q**14 + 2/q**16 - 2/q**18 - 4/q**20 + 2/q**22 - 2/q**24 + q**(-28)
11a_19,q**8 - 2*q**6 + 4*q**4 - q**2 + 4/q**2 - 6/q**4 + 4/q**6 - 4/q**8 + q**(-10) + 2/q**12 - 3/q**14 + 5/q**16 - 2/q**18 + q**(-22) - 1/q**24
11a_20,1 + q**(-4) + 3/q**6 - 2/q**8 + 4/q**10 - 1/q**12 - 2/q**14 + q**(-16) - 5/q**18 + 2/q**20 - 2/q**22 + q**(-24) + 3/q**26 - 2/q**28 + 2/q**30 - 1/q**34
11a_21,q**4 + 3/q**2 - 1/q**4 + q**(-6) + 2/q**8 - 2/q**10 - 2/q**14 - 1/q**16 - 2/q**20 + 3/q**22 + q**(-24) + 2/q**28 - 1/q**30 - 1/q**32
11a_22,-q**2 + 1 - 2/q**2 + q**(-4) + 2/q**6 + 6/q**10 - 1/q**12 + 3/q**14 - 1/q**16 - 3/q**18 - 4/q**22 + q**(-24) + q**(-30)
11a_23,-q**6 + q**4 - q**2 - 1 + 4/q**2 - 2/q**4 + 3/q**6 + 2/q**8 + 3/q**12 - 3/q**14 + q**(-16) - 2/q**18 - 3/q**20 + 2/q**22 - 1/q**24 + q**(-28)
11a_24,-q**14 + 2*q**12 - 4*q**10 + 2*q**8 + q**6 - 3*q**4 + 7*q**2 - 3 + 5/q**2 - 1/q**4 - 2/q**6 + 3/q**8 - 5/q**10 + 2/q**12 - 1/q**16 + q**(-18)
11a_25,q**8 - 2*q**6 + 4*q**4 - q**2 + 4/q**2 - 6/q**4 + 4/q**6 - 4/q**8 + q**(-10) + 2/q**12 - 3/q**14 + 5/q**16 - 2/q**18 + q**(-22) - 1/q**24
11a_26,-q**14 + 2*q**12 - 4*q**10 + 2*q**8 + q**6 - 3*q**4 + 7*q**2 - 3 + 5/q**2 - 1/q**4 - 2/q**6 + 3/q**8 - 5/q**10 + 2/q**12 - 1/q**16 + q**(-18)
11a_27,q**28 - q**26 - 2*q**24 + 4*q**22 - 2*q**20 + 3*q**16 - 5*q**14 + 2*q**12 - 3*q**10 + q**8 + 3*q**6 - 3*q**4 + 6*q**2 - 1 - 1/q**2 + 2/q**4 - 1/q**6
11a_28,q**18 + 2*q**12 - 3*q**10 + 2*q**8 - 2*q**6 - 2*q**4 + 3*q**2 - 3 + 5/q**2 - 2/q**4 + q**(-6) + 2/q**8 - 2/q**10 + 2/q**12 - 1/q**14
11a_29,q**22 - q**18 + 3*q**16 - 2*q**14 - q**12 + 2*q**10 - 3*q**8 + 3*q**6 - 2*q**4 + 1 - 3/q**2 + 4/q**4 + 2/q**10 - 1/q**12
11a_30,-q**16 + q**14 + 2*q**12 - 4*q**10 + 3*q**8 + q**6 - 3*q**4 + 5*q**2 - 3 + 3/q**2 - 1/q**4 - 2/q**6 + 4/q**8 - 5/q**10 + 2/q**12 + 2/q**14 - 2/q**16 + q**(-18)
11a_31,1 - 1/q**2 + q**(-4) + 3/q**6 - 2/q**8 + 5/q**10 - 1/q**12 - 1/q**14 + q**(-16) - 5/q**18 + 2/q**20 - 3/q**22 + q**(-24) + 3/q**26 - 2/q**28 + 2/q**30 - 1/q**34
11a_32,-q**6 + 2*q**4 - q**2 - 2 + 4/q**2 - 4/q**4 + 3/q**6 + 2/q**8 + 5/q**12 - 3/q**14 + 3/q**16 - 2/q**18 - 4/q**20 + 2/q**22 - 2/q**24 + q**(-28)
11a_33,q**20 - q**18 + 2*q**16 - q**14 - q**12 + q**10 - 4*q**8 + 2*q**6 - 2*q**4 + 2*q**2 + 3 + 3/q**4 - 1/q**6 - 1/q**12
11a_34,q**8 - q**6 + 3*q**4 + 3/q**2 - 5/q**4 + 2/q**6 - 3/q**8 + 2/q**12 - 2/q**14 + 4/q**16 - 1/q**18 + q**(-22) - 1/q**24
11a_35,-q**14 + q**12 - 3*q**10 + q**8 + q**6 - 2*q**4 + 6*q**2 - 1 + 4/q**2 - 2/q**6 + 2/q**8 - 4/q**10 + q**(-12) - 1/q**16 + q**(-18)
11a_36,q**18 - 2*q**16 + q**14 + q**12 - 4*q**10 + 3*q**8 - 2*q**6 + 3*q**2 - 1 + 5/q**2 - 2/q**4 + q**(-6) + 2/q**8 - 3/q**10 + q**(-12) - 1/q**16
11a_37,q**12 - q**10 + 2*q**8 + 2*q**6 - 2*q**4 + 3*q**2 - 2 - 1/q**2 - 1/q**4 - 3/q**6 + 2/q**8 - 1/q**10 + 2/q**12 + 3/q**14 - 1/q**16 + q**(-18) - 1/q**22
11a_38,q**18 - q**16 + 2*q**14 + 2*q**12 - 4*q**10 + 2*q**8 - 3*q**6 - 2*q**4 + 2*q**2 - 2 + 5/q**2 - 1/q**4 + 2/q**6 + 3/q**8 - 3/q**10 + q**(-12) - 1/q**16
11a_39,q**12 - q**10 + q**8 + 2*q**6 - 2*q**4 + 3*q**2 - 2 - 1/q**2 - 3/q**6 + 3/q**8 - 1/q**10 + 2/q**12 + 3/q**14 - 1/q**16 + q**(-18) - 1/q**20 - 1/q**22
11a_40,-q**2 + 1 - 1/q**2 + q**(-4) + 2/q**6 + 5/q**10 - 1/q**12 + 2/q**14 - 1/q**16 - 3/q**18 - 3/q**22 + q**(-24) + q**(-30)
11a_41,-q**6 + 2*q**4 - q**2 - 1 + 4/q**2 - 3/q**4 + 3/q**6 + q**(-8) + 3/q**12 - 3/q**14 + 2/q**16 - 2/q**18 - 3/q**20 + 2/q**22 - 1/q**24 + q**(-28)
11a_42,q**10 - q**6 + 3*q**4 - 2*q**2 + 3/q**2 - 3/q**4 + 3/q**6 - 2/q**8 - 3/q**14 + 4/q**16 + 2/q**22 - 1/q**24 - 1/q**26
11a_43,q**(-10) - 2/q**12 + 4/q**14 - 1/q**16 + 2/q**18 + 6/q**20 - 2/q**22 + 5/q**24 - 4/q**26 - 3/q**28 - 3/q**30 - 6/q**32 + 3/q**34 + 2/q**38 + 3/q**40 - 1/q**42 - 1/q**44
11a_44,-q**14 + q**12 - 4*q**10 - q**4 + 8*q**2 + 1 + 6/q**2 - 1/q**4 - 3/q**6 - 5/q**10 + q**(-12) + q**(-18)
11a_45,q**10 + 3*q**4 - q**2 + 2/q**2 - 4/q**4 - 2/q**8 + 2/q**12 - 1/q**14 + 4/q**16 - 1/q**20 + 2/q**22 - 1/q**24 - 1/q**26
11a_46,-q**12 + q**10 - q**8 - q**6 + 2*q**4 - 2*q**2 + 2 + 2/q**2 + q**(-4) + 4/q**6 - 1/q**8 + q**(-10) - 2/q**12 - 3/q**14 + q**(-16) - 1/q**18 + q**(-22)
11a_47,-q**14 + q**12 - 4*q**10 - q**4 + 8*q**2 + 1 + 6/q**2 - 1/q**4 - 3/q**6 - 5/q**10 + q**(-12) + q**(-18)
11a_48,-q**34 + q**30 - 3*q**28 + 2*q**26 + q**24 - 2*q**22 + 3*q**20 - 3*q**18 + 2*q**16 - q**12 + 4*q**10 - 3*q**8 + 2*q**6 + q**4 - q**2 + 1
11a_49,1 + q**(-4) + 3/q**6 - 2/q**8 + 3/q**10 - 2/q**12 - 2/q**14 + q**(-16) - 4/q**18 + 3/q**20 - 1/q**22 + 2/q**24 + 3/q**26 - 2/q**28 + q**(-30) - 1/q**32 - 1/q**34
11a_50,q**4 + 3/q**2 - 2/q**4 + 2/q**8 - 2/q**10 + q**(-12) - 1/q**14 + q**(-18) - 2/q**20 + 3/q**22 - 1/q**26 + 2/q**28 - 1/q**30 - 1/q**32
11a_51,-q**26 - q**24 + 2*q**22 - q**20 - q**18 + 4*q**16 - 3*q**14 + q**12 + q**10 - q**8 + 4*q**6 - 3*q**4 + 3*q**2 - 1 - 3/q**2 + 3/q**4 - 1/q**6 + q**(-10)
11a_52,-q**16 + q**12 - 3*q**10 + 3*q**8 + 2*q**6 - 3*q**4 + 4*q**2 - 3 + 2/q**2 + q**(-4) - 1/q**6 + 5/q**8 - 4/q**10 + q**(-12) + q**(-14) - 3/q**16 + q**(-18)
11a_53,q**30 - q**26 + q**24 - 2*q**22 + 2*q**20 - q**18 - q**16 + q**14 - 4*q**12 + 3*q**10 - q**8 + 2*q**6 + 2*q**4 + 2 - 1/q**2
11a_54,q**28 - q**24 + 3*q**22 - 3*q**20 - 2*q**18 + 3*q**16 - 4*q**14 + 3*q**12 - q**10 + 3*q**6 - 4*q**4 + 5*q**2 - 1 - 1/q**2 + 3/q**4 - 1/q**6
11a_55,q**20 - q**18 + q**16 - q**14 - q**12 - 3*q**8 + 2*q**6 - q**4 + 3*q**2 + 3 + q**(-2) + 2/q**4 - 1/q**6 - 1/q**10 - 1/q**12
11a_56,q**18 - q**16 + q**14 + q**12 - 4*q**10 + 2*q**8 - 2*q**6 - q**4 + 3*q**2 - 1 + 5/q**2 - 1/q**4 + q**(-6) + 2/q**8 - 3/q**10 + q**(-12) - 1/q**16
11a_57,q**20 - q**18 + 3*q**16 - q**14 - q**12 - 6*q**8 + q**6 - 3*q**4 + 4*q**2 + 5 + 2/q**2 + 4/q**4 - 2/q**6 - 1/q**8 - 1/q**10 - 1/q**12
11a_58,q**18 - q**16 + q**14 + q**12 - 2*q**10 + 2*q**8 - 2*q**6 - q**4 - 2 + 3/q**2 + 3/q**6 + 3/q**8 - 1/q**10 - 1/q**14 - 1/q**16
11a_59,q**16 + q**10 - q**8 - q**2 + q**(-6) + 2/q**10 + q**(-12) + q**(-16) - 1/q**18 - 1/q**20
11a_60,1 + 2/q**6 - 1/q**8 + 3/q**10 - 1/q**12 - 1/q**14 + q**(-16) - 3/q**18 + 2/q**20 - 1/q**22 + q**(-24) + 2/q**26 - 1/q**28 + q**(-30) - 1/q**32 - 1/q**34
11a_61,q**4 - q**2 - 1 + 4/q**2 - 2/q**4 + q**(-6) + 3/q**8 - 2/q**10 + 2/q**12 - 2/q**14 - 3/q**20 + 4/q**22 - 1/q**26 + 2/q**28 - 1/q**30 - 1/q**32
